"Country","Year","IDPT","IM","AFR","BR","DR","HEP","PSE","MR","NoOfPatents","hindex","NoOfDocs","GDP","HET","X","Region","FIPS_CNTRY"
"Eritrea",2009,33,51,72261,"38.92",7.67,"44.67",,"78.7",1,25,24,"334.1",,2191,"Africa","ER"
"Eritrea",2010,33,51,69934,"38.47",7.45,"45.23",,"76.4",,25,20,"368.7",,2383,"Africa","ER"
"Estonia",1999,91,63,26.97,9,"13.40","80.33",1706,9.6,1,130,662,"4132.5","13.5",61,"Europe","EN"
"Estonia",2000,93,67,25.27,9.5,"13.30","77.41",15319,8.9,2,130,594,"4114.8","29.9",281,"Europe","EN"
"Estonia",2001,94,60,9.2,"13.50",4543,"1.93e+01",,8.2,2,130,652,"4543.2","19.3",499,"Europe","EN"
"Estonia",2002,94,53,21.86,9.5,"13.40","77.12",15983,7.5,1,130,653,5356,"11.9",725,"Europe","EN"
"Estonia",2003,94,50,22.09,9.6,"13.30","76.80",15968,6.8,,130,768,"7230.8","12.7",943,"Europe","EN"
"Estonia",2004,94,46,22.31,"10.30","13.00","75.89",14236,6.3,,130,887,"8871.7",14,1167,"Europe","EN"
"Estonia",2005,96,42,22.53,"10.60","12.80","76.93",1386,5.7,1,130,"1.02","10288.7","14.7",1394,"Europe","EN"
"Estonia",2006,95,96,22754,"11.10","12.90","73.70",,"5.2",,130,"1.18","12486.9","12.6",1616,"Europe","EN"
"Estonia",2007,95,96,22976,"11.80","13.00","76.45",1352841,"4.7",,130,"1.39","16381.1","5.8",1808,"Europe","EN"
"Estonia",2008,99,95,21737,"12.00","12.40","79.03",,"42.4",1,130,"1.54","17722.5","5.4",2000,"Europe","EN"
"Estonia",2009,99,95,20497,"11.80","12.00","78.29",,"40.9",,130,"1.67","14505.7","5.68",2192,"Europe","EN"
"Estonia",2010,99,99,19258,"11.80","11.80","79.57",,"39.5",,130,"1.98","14245.6","9.27",2384,"Europe","EN"
"Ethiopia",1999,27,428,"112.61","44.36","14.40","46.58",,92.7,1,73,247,"117.8","0.19",62,"Africa","ET"
"Ethiopia",2000,27,421,"110.14","43.60","13.88","53.56",14124,89.8,,73,201,"122.6",132,282,"Africa","ET"
"Ethiopia",2001,33,408,"107.67","42.73","13.32","57.12",1526,86.6,,73,207,"118.9",133,500,"Africa","ET"
"Ethiopia",2002,30,395,"105.21","41.77","12.74","54.02",1553,83,,73,227,"110.2",126,726,"Africa","ET"
"Ethiopia",2003,28,379,"102.17","40.77","12.14","57.91",,78.9,,73,352,"117.6",213,944,"Africa","ET"
"Ethiopia",2004,40,359,99.13,"39.75","11.53","57.19",,74.5,,73,352,"134.3","16.3",1168,"Africa","ET"
"Ethiopia",2005,44,342,96.09,"38.75","10.93","60.91",,70,,73,405,"159.8","1.45",1395,"Africa","ET"
"Ethiopia",2006,47,44,93055,"37.80","10.34","55.29",2188096,"65.5",,73,495,"191.6",426,1617,"Africa","ET"
"Ethiopia",2007,49,47,90017,"36.91",9.79,"56.74",2230451,"61.3",,73,542,"235.9","2.53",1809,"Africa","ET"
"Ethiopia",2008,95,95,87688,"36.09",9.29,"51.89",1362041,"4.2",1,73,570,"309.7","2.62",2001,"Africa","ET"
"Ethiopia",2009,95,95,85358,"35.35",8.85,"53.24",1277128,"3.8",,73,706,332,"3.09",2193,"Africa","ET"
"Ethiopia",2010,94,95,83029,"34.69",8.46,"54.90",1271706,"3.5",,73,783,"301.8","2.74",2385,"Africa","ET"
"Falkland Islands (Malvinas)",1999,,,,,,,,,,25,9,,,63,"South/Latin America",
"Falkland Islands (Malvinas)",2000,,,,,,,,,,25,11,,,283,"South/Latin America",
"Falkland Islands (Malvinas)",2001,,,,,,,,,,25,6,,,501,"South/Latin America",
"Falkland Islands (Malvinas)",2002,,,,,,,,,,25,21,,,727,"South/Latin America",
"Falkland Islands (Malvinas)",2003,,,,,,,1,,,25,28,,,945,"South/Latin America",
"Falkland Islands (Malvinas)",2004,,,,,,,,,,25,19,,,1169,"South/Latin America",
"Falkland Islands (Malvinas)",2005,,,,,,,1,,,25,28,,,1396,"South/Latin America",
"Faroe Islands",1999,,,,,,,,,,35,11,,,64,"Europe",
"Faroe Islands",2000,,,,,,,,,,35,9,,,284,"Europe",
"Faroe Islands",2001,,,,,,,,,,35,9,,,502,"Europe",
"Faroe Islands",2002,,,,,,,,,1,35,10,,,728,"Europe",
"Faroe Islands",2003,,,,,,,,,,35,10,,,946,"Europe",
"Faroe Islands",2004,,,,,,,,,,35,17,,,1170,"Europe",
"Faroe Islands",2005,,,,,,,,,1,35,28,,,1397,"Europe",
"Federated States of Micronesia",1999,,,,,,,,,,18,5,,,65,,
"Federated States of Micronesia",2000,,,,,,,2,,,18,4,,,285,,
"Federated States of Micronesia",2001,,,,,,,,,,18,3,,,503,,
"Federated States of Micronesia",2003,,,,,,,,,,18,9,,,947,,
"Federated States of Micronesia",2004,,,,,,,,,,18,9,,,1171,,
"Federated States of Micronesia",2005,,,,,,,,,,18,14,,,1398,,
"Fiji",1999,89,58,44.08,"25.18",6.04,"79.69",19291,21,,40,44,"2407.1",,66,"Asia & Pacific","FJ"
"Fiji",2000,90,54,43.22,"24.80",6.08,"83.63",2048,20.6,,40,47,"2074.9",334,286,"Asia & Pacific","FJ"
"Fiji",2001,91,51,42.36,"24.46",6.13,"80.10",1852,20.1,,40,45,"2037.7","2.47",504,"Asia & Pacific","FJ"
"Fiji",2002,93,48,41.5,"24.15",6.19,"81.99",1995,19.8,,40,51,"2257.5","1.41",729,"Asia & Pacific","FJ"
"Fiji",2003,94,45,42.25,"23.84",6.25,"80.55",1,19.4,,40,69,"2833.9","1.22",948,"Asia & Pacific","FJ"
"Fiji",2004,95,42,43,"23.53",6.32,"79.89",2204,19.2,,40,94,"3330.3","1.15",1172,"Asia & Pacific","FJ"
"Fiji",2005,96,40,43.74,"23.21",6.38,"81.38",1876,19,,40,107,"3655.7","3.11",1399,"Asia & Pacific","FJ"
"Fiji",2006,98,92,44494,"22.89",6.43,"78.53",1933155,19,,40,125,"3747.4","2.43",1618,"Asia & Pacific","FJ"
"Fiji",2007,99,94,45243,"22.57",6.49,"74.65",214214,19,1,40,158,4076,"4.41",1810,"Asia & Pacific","FJ"
"Fiji",2008,57,57,44764,"22.24",6.54,"75.58",2272822,"57.3",,40,125,"4301.6","3.08",2002,"Asia & Pacific","FJ"
"Fiji",2009,56,59,44285,"21.90",6.58,"69.37",2166552,"53.9",,40,134,"3431.8","4.48",2194,"Asia & Pacific","FJ"
"Fiji",2010,63,66,43805,"21.55",6.63,"70.13",2435036,51,,40,119,"3747.7","3.4",2386,"Asia & Pacific","FJ"
"Finland",1999,99,13,9.91,"11.10",9.6,"71.46",11763,3.6,101,372,"8.18","25229.6","23.8",67,"Europe","FI"
"Finland",2000,99,12,10.14,"11.00",9.5,"71.26",1217,3.5,78,372,"8.25","23529.5","27.4",287,"Europe","FI"
"Finland",2001,98,10,10.37,"10.80",9.4,"71.97",1263,3.5,78,372,"8.75","24025.1","24.4",505,"Europe","FI"
"Finland",2002,98,9.9,10.59,"10.70",9.5,"72.45",1268,3.4,71,372,"8.75","25993.8","24.1",730,"Europe","FI"
"Finland",2003,98,8.7,10.32,"10.90",9.4,"72.78",1278,3.3,65,372,"9.97","31508.9","23.7",949,"Europe","FI"
"Finland",2004,98,7,10.05,"11.00",9.1,"73.30",12787,3.1,48,372,"11.07","36162.7","20.9",1173,"Europe","FI"
"Finland",2005,97,7.4,9.78,"11.00",9.1,"73.81",1252,3.1,39,372,"11.99","37318.8","25.1",1400,"Europe","FI"
"Finland",2006,97,97,9503,"11.20",9.1,"74.85",1256927,3,25,372,"12.75","39487.1","22.3",1619,"Europe","FI"
"Finland",2007,99,98,9231,"11.10",9.3,"74.38",1244935,"2.9",20,372,"13.18","46538.2",18,1811,"Europe","FI"
"Finland",2008,99,97,9227,"11.20",9.2,"74.50",1673676,"19.1",14,372,"13.45","51186.5","17.2",2003,"Europe","FI"
"Finland",2009,99,99,9223,"11.30",9.3,"75.19",1535247,"19.2",8,372,"14.28","44837.7",14,2195,"Europe","FI"
"Finland",2010,99,99,9219,"11.40",9.5,"74.76",,"19.3",2,372,"14.71",44134,"10.9",2387,"Europe","FI"
"France",1999,97,13,10.19,"12.90",9.1,"79.45",1106,4.5,2486,681,"58.74",24075,"22.8",68,"Europe","FR"
"France",2000,97,13,10.39,"13.30",8.9,"79.38",11015,4.4,2420,681,"56.98","21774.9","24.6",288,"Europe","FR"
"France",2001,97,12,10.58,"13.10",8.8,"79.38",10834,4.3,2420,681,"58.56","21812.2","23.5",506,"Europe","FR"
"France",2002,97,12,10.77,"12.90",8.8,"79.66",1057,4.2,2213,681,"59.72","23494.4","21.5",731,"Europe","FR"
"France",2003,97,12,10.62,"12.80",9.1,"77.81",1105,4,1999,681,"66.6","28794.1","19.7",950,"Europe","FR"
"France",2004,98,11,10.46,"12.80",8.3,"77.69",1094,3.9,1868,681,"72.38","32784.8","19.8",1174,"Europe","FR"
"France",2005,98,10,10.31,"12.80",8.5,"77.71",10594,3.8,1607,681,"79.28",33819,"20.3",1401,"Europe","FR"
"France",2006,99,89,10153,"13.10",8.3,"77.21",1058792,"3.7",1029,681,"83.64","35457.1","21.5",1620,"Europe","FR"
"France",2007,98,90,9998,"12.80",8.3,"77.26",1067332,"3.6",,681,"86.09","40341.9","18.5",1812,"Europe","FR"
"France",2008,99,97,9146,"12.90",8.5,"76.82",1239531,"2.7",,681,"90.49","43991.7",20,2004,"Europe","FR"
"France",2009,99,98,8293,"12.80",8.5,"76.99",1213969,"2.6",240,681,"96.47","40487.9","22.6",2196,"Europe","FR"
"France",2010,99,98,7441,"12.90",8.5,"76.94",1227228,"2.6",108,681,"98.95","39443.2","24.9",2388,"Europe","FR"
"French Guiana",1999,,,,,,,1,,,41,29,,,69,"South/Latin America","FG"
"French Guiana",2000,,,,,,,,,,41,21,,,289,"South/Latin America","FG"
"French Guiana",2001,,,,,,,,,,41,21,,,507,"South/Latin America","FG"
"French Guiana",2002,,,,,,,4,,,41,29,,,732,"South/Latin America","FG"
"French Guiana",2003,,,,,,,,,,41,30,,,951,"South/Latin America","FG"
"French Guiana",2004,,,,,,,,,,41,44,,,1175,"South/Latin America","FG"
"French Guiana",2005,,,,,,,,,,41,54,,,1402,"South/Latin America","FG"
"French Polynesia",1999,,46,,,,,,,,45,38,"16299.3",,70,"Asia & Pacific","FP"
"French Polynesia",2000,,30,,,,,,,,45,38,"14530.2",,290,"Asia & Pacific","FP"
"French Polynesia",2001,,30,,,,,,,,45,30,,,508,"Asia & Pacific","FP"
"French Polynesia",2002,,31,,,,,,,,45,42,,,733,"Asia & Pacific","FP"
"French Polynesia",2003,,24,,,,,,,,45,42,,,952,"Asia & Pacific","FP"
"French Polynesia",2004,,28,,,,,2,,,45,40,,,1176,"Asia & Pacific","FP"
"French Polynesia",2005,,28,,,,,,,,45,44,,,1403,"Asia & Pacific","FP"
"French Polynesia   ",2006,,,42409,,,,,,,,,,"11.7",1621,"Asia & Pacific","FP"
"French Polynesia   ",2007,,,41461,,,,,,,,,,"2.33",1813,"Asia & Pacific","FP"
"French Polynesia   ",2008,98,89,40806,,,,1054874,"3.6",,,,,16,2005,"Asia & Pacific","FP"
"French Polynesia   ",2009,98,89,40151,,,,1039341,"3.5",,,,,"9.11",2197,"Asia & Pacific","FP"
"French Polynesia   ",2010,99,89,39496,,,,1036709,"3.5",,,,,"4.75",2389,"Asia & Pacific","FP"
"French Southern Territories",2001,,,,,,,,,,4,1,,,509,"Asia & Pacific",
"French Southern Territories",2002,,,,,,,,,,4,1,,,734,"Asia & Pacific",
"Gabon",1999,45,476,"135.90","33.95","11.00","34.77",1135,56.6,,61,67,"3899.1","39.9",71,"Africa","GB"
"Gabon",2000,45,527,"132.83","33.73","11.08","40.29",1771,56.3,1,61,49,"4135.3","5.19",291,"Africa","GB"
"Gabon",2001,45,557,"129.77","33.56","11.13","41.13",,55.5,1,61,47,"3754.4","2.63",510,"Africa","GB"
"Gabon",2002,45,586,"126.70","33.43","11.13","35.04",4,54.8,,61,63,"3836.8","4.42",735,"Africa","GB"
"Gabon",2003,45,594,"124.36","33.32","11.08","41.51",,53.9,,61,70,"4601.6","4.78",953,"Africa","GB"
"Gabon",2004,45,597,"122.03","33.23","10.96","43.34",7,52.8,,61,87,"5328.5","13.8",1177,"Africa","GB"
"Gabon",2005,45,586,"119.69","33.15","10.79","40.71",,51.7,,61,104,6282,"10.9",1404,"Africa","GB"
"Gabon",2006,45,55,117348,"33.08","10.57","40.96",,"50.7",,61,119,"6756.3","32.1",1622,"Africa","GB"
"Gabon",2007,81,62,115009,"33.01","10.34","41.89",,"49.2",,61,95,"7994.3","18.2",1814,"Africa","GB"
"Gabon",2008,,,112606,"32.93","10.10","39.72",,,,61,108,"10577.9","17.4",2006,"Africa","GB"
"Gabon",2009,,,110203,"32.83",9.87,"42.52",,,,61,120,"7919.7",3,2198,"Africa","GB"
"Gabon",2010,,,107801,"32.69",9.65,"47.40",,,,61,111,9322,,2390,"Africa","GB"
"Gambia",1999,74,221,,,,,,64,,80,71,,,72,"Africa",
"Gambia",2000,80,225,,,,,9,62.5,,80,63,,,292,"Africa",
"Gambia",2001,87,230,,,,,,61.1,,80,62,,,511,"Africa",
"Gambia",2002,87,234,,,,,,59.8,,80,50,,,736,"Africa",
"Gambia",2003,87,239,,,,,,58.4,,80,75,,,954,"Africa",
"Gambia",2004,87,244,,,,,,57.1,,80,89,,,1178,"Africa",
"Gambia",2005,95,248,,,,,1,55.8,,80,91,,,1405,"Africa",
"Gambia  The",2006,95,89,112173,"44.00",,,536076,"54.6",,,,,,1623,"Africa",
"Gambia  The",2007,95,88,110928,"43.81",,,72975,"53.6",,,,,,1815,"Africa",
"Gambia  The",2008,82,67,111908,"43.64",,,,"47.8",1,,,,,2007,"Africa",
"Gambia  The",2009,76,63,112887,"43.49",,,,"46.7",,,,,,2199,"Africa",
"Gambia  The",2010,67,62,113867,"43.34",,,,"45.3",,,,,,2391,"Africa",
"Georgia",1999,84,261,55.72,"12.18","10.01","18.12",,31.8,1,78,307,"628.9","23.9",73,"CIS (Commonwealth of Independant States)","GG"
"Georgia",2000,80,256,53.3,"11.96","10.03","17.01",1254,29.8,3,78,300,692,"10.9",293,"CIS (Commonwealth of Independant States)","GG"
"Georgia",2001,87,244,50.89,"11.90","10.08","17.76",1236,27.9,3,78,307,734,"38.1",512,"CIS (Commonwealth of Independant States)","GG"
"Georgia",2002,84,227,48.47,"11.97","10.15","16.05",136,26.3,,78,301,"779.4","41.1",737,"CIS (Commonwealth of Independant States)","GG"
"Georgia",2003,76,210,48.95,"12.18","10.24","14.82",1249,24.9,1,78,301,922,"24.7",955,"CIS (Commonwealth of Independant States)","GG"
"Georgia",2004,78,193,49.43,"12.47","10.37","15.32",15041,23.7,,78,442,"1186.9","38.3",1179,"CIS (Commonwealth of Independant States)","GG"
"Georgia",2005,84,175,49.91,"12.82","10.51","19.17",1118,22.8,2,78,470,1470,"22.6",1406,"CIS (Commonwealth of Independant States)","GG"
"Georgia",2006,87,95,50389,"13.17","10.67","21.11",1289539,"21.9",3,78,520,"1764.9","16.5",1624,"CIS (Commonwealth of Independant States)","GG"
"Georgia",2007,98,97,50868,"13.48","10.83","17.75",948665,"21.1",,78,448,2318,"7.49",1816,"CIS (Commonwealth of Independant States)","GG"
"Georgia",2008,96,92,50054,"13.70","10.98","19.79",1875989,"52.6",2,78,512,"2919.7","2.69",2008,"CIS (Commonwealth of Independant States)","GG"
"Georgia",2009,98,96,49240,"13.81","11.12","22.27",1329374,"51.6",1,78,626,2441,"3.94",2200,"CIS (Commonwealth of Independant States)","GG"
"Georgia",2010,97,92,48427,"13.81","11.25","22.78",1713731,"50.7",,78,559,"2613.7","1.78",2392,"CIS (Commonwealth of Independant States)","GG"
"Germany",1999,97,14,12.82,9.4,"10.30","79.82",,4.5,15451,740,"80.65","25956.6","16.5",74,"Europe","GM"
"Germany",2000,90,12,12.67,9.3,"10.20","79.54",,4.4,15984,740,"79.29","22945.7","18.6",294,"Europe","GM"
"Germany",2001,93,9.6,12.52,8.9,"10.10","79.32",,4.3,15984,740,"82.61","22840.3","18.3",513,"Europe","GM"
"Germany",2002,93,9.5,12.37,8.7,"10.20","79.05",,4.2,14385,740,"83.93","24325.7","17.5",738,"Europe","GM"
"Germany",2003,93,9.6,11.85,8.6,"10.30","78.48",,4.1,11848,740,94,"29367.4","16.9",956,"Europe","GM"
"Germany",2004,93,8.5,11.33,8.6,9.9,"76.77",,4,10677,740,"102.53","33040.1","17.8",1180,"Europe","GM"
"Germany",2005,93,7.8,10.81,8.3,"10.10","76.62",,3.9,8454,740,"113.92","33542.8","17.4",1407,"Europe","GM"
"Germany",2006,93,96,10291,8.2,"10.00","76.41",976034,"3.8",6873,740,"117.25","35237.6","17.1",1625,"Europe","GM"
"Germany",2007,93,97,9771,8.3,"10.10","76.38",1032876,"3.7",4443,740,"120.31",40403,14,1817,"Europe","GM"
"Germany",2008,92,96,8576,8.3,"10.30","76.44",89376,"20.4",2269,740,"123.77",44132,"13.3",2009,"Europe","GM"
"Germany",2009,88,83,7381,8.1,"10.40","76.79",899825,"19.8",1044,740,"130.54","40270.2","15.3",2201,"Europe","GM"
"Germany",2010,91,94,6185,8.3,"10.50","76.74",,"19.1",412,740,"135.87",40408,"15.3",2393,"Europe","GM"
"Ghana",1999,79,158,83.28,"34.79","10.64","51.22",14890,67.9,,73,215,"419.8","13.6",75,"Africa","GH"
"Ghana",2000,88,152,81.19,"34.60","10.65","49.41",,66.4,,73,188,"264.7","1.92",295,"Africa","GH"
"Ghana",2001,79,145,79.1,"34.45","10.61","56.82",16597,64.8,,73,180,"275.5","2.62",514,"Africa","GH"
"Ghana",2002,78,138,77.01,"34.33","10.53","49.67",,63.1,,73,187,"311.6",,739,"Africa","GH"
"Ghana",2003,80,132,75.13,"34.19","10.40","51.30",,61.3,,73,244,376,"3.68",957,"Africa","GH"
"Ghana",2004,80,125,73.25,"34.02","10.25","61.90",2238,59.6,,73,287,"426.3",,1181,"Africa","GH"
"Ghana",2005,84,119,71.36,"33.82","10.07","66.35",2343,57.9,,73,356,"501.9",197,1408,"Africa","GH"
"Ghana",2006,84,85,69476,"33.57",9.88,"57.22",2416198,"56.4",,73,374,"929.9","0.18",1626,"Africa","GH"
"Ghana",2007,94,95,67592,"33.28",9.71,"62.36",2391199,55,,73,499,"1099.1","1.05",1818,"Africa","GH"
"Ghana",2008,93,97,65753,"32.96",9.55,"58.04",1035903,"3.6",2,73,485,"1234.4","1.43",2010,"Africa","GH"
"Ghana",2009,93,97,63914,"32.60",9.41,"57.77",1048915,"3.6",,73,663,"1096.5","3.66",2202,"Africa","GH"
"Ghana",2010,93,97,62074,"32.21",9.3,"58.51",1064475,"3.5",,73,736,"1326.1",2,2394,"Africa","GH"
"Gibraltar",1999,,,,,,,,,,14,1,,,76,"Europe","GI"
"Gibraltar",2001,,,,,,,,,,14,1,,,515,"Europe","GI"
"Gibraltar",2002,,,,,,,,,,14,1,,,740,"Europe","GI"
"Gibraltar",2003,,,,,,,,,,14,2,,,958,"Europe","GI"
"Gibraltar",2004,,,,,,,,,,14,4,,,1182,"Europe","GI"
"Gibraltar",2005,,,,,,,,,,14,3,,,1409,"Europe","GI"
"Greece",1999,88,9.8,11.17,9.2,9.5,"52.35",722,7.4,11,266,"5.57","12238.6","10.2",77,"Europe","GR"
"Greece",2000,89,7.4,10.95,9.5,9.6,"60.01",716,6.9,16,266,6,"11396.2","13.7",296,"Europe","GR"
"Greece",2001,91,5.3,10.73,9.3,9.4,"59.61",771,6.4,16,266,"6.61","11857.7","10.3",516,"Europe","GR"
"Greece",2002,92,5.9,10.51,9.4,9.5,"57.10",793,6,7,266,"7.24","13292.3",12,741,"Europe","GR"
"Greece",2003,94,6.2,10.74,9.5,9.6,"58.79",7957,5.5,7,266,"8.3","17494.4","12.6",959,"Europe","GR"
"Greece",2004,95,7.6,10.97,9.6,9.5,"58.19",842,5.2,4,266,"9.99","20607.2","11.8",1183,"Europe","GR"
"Greece",2005,96,7.2,11.2,9.7,9.5,"59.29",917,4.8,3,266,"11.7","21620.7","10.6",1410,"Europe","GR"
"Greece",2006,98,98,11432,"10.00",9.5,"61.20",,"4.5",3,266,"13.57","23475.2",11,1627,"Europe","GR"
"Greece",2007,99,99,11663,"10.00",9.8,"59.57",,"4.2",3,266,"14.25","27288.3","7.37",1819,"Europe","GR"
"Greece",2008,93,86,11702,"10.50",9.6,"64.73",2360645,"53.6",,266,"15.36","30398.8","9.31",2011,"Europe","GR"
"Greece",2009,94,93,11741,"10.50",9.6,"69.48",2267599,"52.5",,266,"16.31","28451.9","10.9",2203,"Europe","GR"
"Greece",2010,94,93,11781,"10.10",9.6,"67.85",2124422,"51.1",,266,"16.44","26020.1","10.1",2395,"Europe","GR"
"Greenland",1999,,,,,,,4,,,36,14,"20170.3","11.2",78,"Europe","GL"
"Greenland",2000,,,,,,,,,,36,21,19004,"37.3",297,"Europe","GL"
"Greenland",2001,,,,,,,,,,36,18,"19275.4","4.45",517,"Europe","GL"
"Greenland",2002,,,,,,,,,,36,24,"20652.8","55.1",742,"Europe","GL"
"Greenland",2003,,,,,,,,,,36,33,"25129.1","9.33",960,"Europe","GL"
"Greenland",2004,,,,,,,,,,36,29,"28903.9",3,1184,"Europe","GL"
"Greenland",2005,,,,,,,7,,,36,40,"29903.3","7.36",1411,"Europe","GL"
"Grenada",1999,88,4.4,57.34,"19.82",8.24,"47.63",,13.6,,23,6,"3742.4","0.0525",79,"South/Latin America","GJ"
"Grenada",2000,97,4.4,55.28,"19.40",8.19,"52.03",,13.4,,23,4,"5149.1","30.1",298,"South/Latin America","GJ"
"Grenada",2001,96,4.3,53.22,"19.09",8.15,"58.85",,13.1,,23,2,"5137.8","28.3",518,"South/Latin America","GJ"
"Grenada",2002,98,4.3,51.15,"18.89",8.1,"52.81",,13.1,,23,3,"5331.9","8.29",743,"South/Latin America","GJ"
"Grenada",2003,97,4.3,49.4,"18.80",8.04,"49.14",1081,12.9,,23,12,"5825.4","1.02",961,"South/Latin America","GJ"
"Grenada",2004,83,4.3,47.66,"18.80",7.98,"46.14",,12.7,,23,14,5845,484,1185,"South/Latin America","GJ"
"Grenada",2005,99,4.2,45.91,"18.87",7.91,"47.84",,12.6,,23,18,"6803.5",111,1412,"South/Latin America","GJ"
"Grenada",2006,91,98,44157,"18.99",7.84,"49.84",,"12.4",,23,43,"6825.1","0.0247",1628,"South/Latin America","GJ"
"Grenada",2007,96,98,42408,"19.14",7.76,"47.40",,"12.2",,23,66,"7373.8","39.6",1820,"South/Latin America","GJ"
"Grenada",2008,99,99,40998,"19.28",7.7,"45.17",,"4.1",,23,80,"8008.5","11.1",2012,"South/Latin America","GJ"
"Grenada",2009,99,99,39588,"19.39",7.63,"49.22",,4,,23,56,"7435.6",,2204,"South/Latin America","GJ"
"Grenada",2010,99,99,38178,"19.46",7.58,"45.10",,4,,23,51,"7485.9",,2396,"South/Latin America","GJ"
"Guadeloupe",1999,,,,,,,,,,42,46,,,80,"South/Latin America","GP"
"Guadeloupe",2000,,,,,,,,,,42,39,,,299,"South/Latin America","GP"
"Guadeloupe",2001,,,,,,,,,,42,25,,,519,"South/Latin America","GP"
"Guadeloupe",2002,,,,,,,0,,,42,36,,,744,"South/Latin America","GP"
"Guadeloupe",2003,,,,,,,,,,42,33,,,962,"South/Latin America","GP"
"Guadeloupe",2004,,,,,,,1,,,42,48,,,1186,"South/Latin America","GP"
"Guadeloupe",2005,,,,,,,,,,42,46,,,1413,"South/Latin America","GP"
"Guam",1999,,44,64.85,"22.34",4.54,,,,,45,37,,,81,"Asia & Pacific","GQ"
"Guam",2000,,40,62.34,"21.94",4.55,,,,,45,17,,,300,"Asia & Pacific","GQ"
"Guam",2001,,46,59.83,"21.47",4.57,,,,,45,34,,,520,"Asia & Pacific","GQ"
"Guam",2002,,37,57.32,"20.96",4.59,,1,,,45,28,,,745,"Asia & Pacific","GQ"
"Guam",2003,,16,55.28,"20.43",4.62,,,,,45,25,,,963,"Asia & Pacific","GQ"
"Guam",2004,,36,53.25,"19.92",4.65,,,,,45,38,,,1187,"Asia & Pacific","GQ"
"Guam",2005,,46,51.21,"19.42",4.67,,,,,45,34,,,1414,"Asia & Pacific","GQ"
"Guam",2006,,,49176,"18.98",4.7,,,,,45,37,,,1629,"Asia & Pacific","GQ"
"Guam",2007,,,47140,"18.59",4.72,,,,,45,32,,,1821,"Asia & Pacific","GQ"
"Guam",2008,99,99,47737,"18.26",4.74,,,"12.2",,45,34,,,2013,"Asia & Pacific","GQ"
"Guam",2009,99,98,48334,"17.99",4.75,,,12,,45,38,,,2205,"Asia & Pacific","GQ"
"Guam",2010,97,95,48932,"17.78",4.76,,,"11.8",,45,29,,,2397,"Asia & Pacific","GQ"
"Guatemala",1999,77,68,"118.83","36.95",6.62,"49.92",,41.4,,53,61,1674,"8.51",82,"South/Latin America","GT"
"Guatemala",2000,81,68,"117.68","36.63",6.43,"40.20",8,39.9,2,53,47,"1721.7","7.94",301,"South/Latin America","GT"
"Guatemala",2001,77,67,"116.54","36.29",6.27,"37.37",,38.4,2,53,44,"1629.3","7.62",521,"South/Latin America","GT"
"Guatemala",2002,82,67,"115.40","35.91",6.13,"35.45",,37.1,,53,54,"1765.9","8.5",746,"South/Latin America","GT"
"Guatemala",2003,84,66,"113.76","35.49",6.01,"36.95",,35.8,,53,65,"1816.9","7.49",964,"South/Latin America","GT"
"Guatemala",2004,87,65,"112.12","35.04",5.92,"34.74",,34.6,,53,79,"1937.7","7.32",1188,"South/Latin America","GT"
"Guatemala",2005,87,65,"110.48","34.55",5.83,"34.67",,33.4,,53,113,"2146.2","3.38",1415,"South/Latin America","GT"
"Guatemala",2006,89,95,108836,"34.05",5.76,"33.14",2033845,"32.2",1,53,88,"2326.3","3.44",1630,"South/Latin America","GT"
"Guatemala",2007,85,86,107196,"33.56",5.68,"33.38",2127816,"31.1",,53,95,"2561.4","3.56",1822,"South/Latin America","GT"
"Guatemala",2008,,,105202,"33.08",5.61,"34.53",,,,53,104,"2867.5","4.2",2014,"South/Latin America","GT"
"Guatemala",2009,,,103207,"32.62",5.53,"36.26",,,,53,140,"2697.4","4.59",2206,"South/Latin America","GT"
"Guatemala",2010,,,101213,"32.19",5.44,"34.87",,,,53,130,"2882.4","5.68",2398,"South/Latin America","GT"
"Guinea",1999,43,237,"169.90","42.53","15.29","18.38",14663,"107.7",,34,10,"402.4","0.00934",83,"Africa","GV"
"Guinea",2000,46,234,"168.00","42.09","15.21","19.41",152,"103.5",,34,7,"342.5","0.0954",302,"Africa","GV"
"Guinea",2001,50,206,"166.10","41.67","15.08","21.92",1032,99.3,,34,20,"318.5",327,522,"Africa","GV"
"Guinea",2002,53,225,"164.20","41.27","14.88","21.99",1306,95.1,,34,17,"326.1","0.000958",747,"Africa","GV"
"Guinea",2003,57,220,"162.16","40.87","14.59","15.94",1162,91.2,1,34,12,"374.4",,965,"Africa","GV"
"Guinea",2004,60,216,"160.12","40.48","14.23","17.12",1231,87.5,1,34,20,"390.9",283,1189,"Africa","GV"
"Guinea",2005,59,211,"40.10","13.82",307,"2.19e-01",,84,,34,16,"306.7",219,1416,"Africa","GV"
"Guinea",2006,57,51,156029,"39.72","13.39","17.19",,"80.6",,34,36,"287.9",127,1631,"Africa","GV"
"Guinea",2007,63,57,153986,"39.34","12.98","18.08",,"77.8",1,34,31,"411.5",251,1823,"Africa","GV"
"Guinea",2008,95,96,149388,"38.96","12.61","22.09",2334816,"30.1",,34,36,"437.8",118,2015,"Africa","GV"
"Guinea",2009,92,92,144789,"38.57","12.29","27.59",,"29.1",,34,28,"435.2",,2207,"Africa","GV"
